Month,Year,Medicine Name,Category,Dosage (mg/ml),Hospital Name,City,Supplier Name,Price per Unit (AED),Consumption (Units)
1,2022,4,3,5,0,2,2,40.78,3148
4,2023,0,0,5,3,3,3,5.7,1257
7,2022,3,4,5,0,2,3,17.01,3927
7,2023,2,0,1000,3,3,0,30.09,3499
8,2022,2,0,250,3,0,0,44.81,1361
4,2023,2,1,5,0,0,3,7.03,3666
11,2023,4,4,5,0,4,0,36.98,501
2,2023,0,0,500,2,0,0,3.41,4319
7,2023,1,0,5,3,1,1,47.52,3820
5,2022,4,1,500,3,3,0,22.67,1830
3,2023,0,0,5,0,2,0,40.6,1663
10,2022,4,2,500,0,1,2,13.92,1299
10,2022,2,4,5,2,3,2,48.21,623
2,2022,3,1,250,1,0,2,44.16,4232
10,2023,4,4,5,0,4,2,9.79,2752
11,2023,4,4,1000,3,1,2,6.44,124
9,2023,0,3,250,3,4,3,35.5,2893
1,2023,2,0,10,1,2,1,33.26,2627
4,2023,4,4,1000,0,2,2,36.81,4037
7,2022,1,1,500,0,3,2,7.67,4416
8,2023,2,2,10,1,1,3,43.67,670
7,2022,2,3,500,1,3,3,24.13,3658
2,2023,4,3,500,3,3,0,40.38,541
11,2023,0,3,500,1,0,3,31.39,4067
7,2022,0,0,1000,3,1,2,4.62,2927
1,2024,3,4,250,3,4,0,24.45,2925
8,2022,1,3,10,0,4,2,22.63,1804
7,2022,3,0,250,3,4,3,23.82,729
1,2022,1,4,10,1,3,3,9.72,3072
6,2023,1,3,5,3,3,0,2.11,2562
8,2023,2,3,5,2,2,1,3.91,1506
4,2022,2,1,500,2,3,3,43.09,3345
7,2023,3,3,250,1,2,3,33.34,1706
11,2022,3,0,5,1,0,1,32.17,4196
12,2022,1,1,1000,2,2,2,39.65,526
10,2022,0,3,1000,1,2,1,2.49,1616
3,2023,0,3,500,0,3,2,6.95,917
2,2022,4,2,5,2,1,3,40.26,3452
8,2023,1,1,1000,2,0,2,43.55,306
11,2023,1,3,500,3,1,0,41.94,3783
4,2022,4,3,1000,2,2,0,31.57,353
12,2022,3,1,10,2,1,3,32.49,2165
8,2023,3,4,500,0,3,3,40.48,836
8,2023,2,2,1000,3,4,1,9.11,1976
12,2023,1,2,500,2,4,2,10.32,1320
12,2022,2,1,10,2,2,1,2.22,3300
10,2023,3,4,5,1,1,0,41.87,3388
12,2022,1,3,250,1,2,3,4.79,2504
1,2023,4,3,5,3,4,2,30.0,2182
7,2023,1,0,250,1,4,3,21.74,1707
1,2022,1,1,1000,2,2,2,38.91,3215
7,2022,0,4,500,0,1,2,4.73,2630
2,2022,0,3,500,3,0,2,16.83,2497
2,2023,2,0,5,3,4,1,33.07,645
7,2022,3,3,250,1,3,2,25.29,790
2,2022,2,1,5,2,2,0,12.94,2729
3,2023,2,0,500,2,1,3,9.05,1156
8,2022,3,0,5,2,3,0,42.86,169
7,2022,4,3,500,1,4,1,14.74,2033
1,2023,1,2,10,2,3,0,22.95,3396
3,2023,0,3,10,1,1,3,12.01,4005
7,2023,0,3,1000,2,2,2,6.09,1286
9,2022,4,1,1000,1,4,1,10.63,3954
2,2023,1,1,1000,3,0,0,17.71,3416
2,2022,3,4,1000,1,4,1,49.57,800
11,2022,3,4,10,0,2,1,2.28,2685
1,2023,2,0,1000,2,3,1,11.09,555
11,2023,1,4,250,3,4,2,44.7,3336
1,2022,4,3,250,3,0,1,6.77,117
11,2022,0,3,10,2,4,3,20.37,1417
5,2023,1,4,10,3,2,3,6.39,934
8,2023,4,4,1000,1,2,2,10.68,4143
7,2023,4,2,1000,0,1,1,21.68,3059
3,2023,4,0,250,2,2,0,14.13,3777
5,2022,0,0,1000,2,2,1,19.69,1865
3,2023,4,0,10,1,4,1,4.77,4358
12,2023,4,2,500,2,4,2,25.53,1550
12,2022,2,1,5,1,2,0,22.4,896
6,2023,3,3,1000,1,3,0,30.77,4403
11,2023,3,2,250,0,2,1,36.69,4153
4,2022,3,4,1000,2,0,2,6.98,2975
3,2023,1,2,5,3,1,1,36.9,3546
3,2022,0,4,5,0,0,2,8.37,4141
3,2023,4,1,1000,0,3,2,31.12,2206
5,2022,0,4,10,1,0,3,35.29,3292
3,2022,3,3,5,2,0,0,4.61,3274
6,2022,0,4,250,0,0,0,36.85,2887
11,2022,1,2,5,3,0,1,9.24,3696
12,2023,1,0,5,2,1,0,24.38,2609
12,2023,0,4,500,1,4,0,31.3,1570
9,2023,2,4,250,2,0,2,3.35,3340
7,2022,4,1,10,2,1,3,47.51,2120
2,2023,3,0,10,3,3,0,45.25,2473
4,2023,0,0,5,0,3,0,11.71,1509
1,2022,0,4,1000,2,3,0,34.89,4421
1,2022,4,2,250,3,0,1,49.41,2977
7,2023,2,1,500,3,0,1,42.27,2027
8,2022,0,0,10,0,3,2,40.92,2527
12,2022,4,2,5,0,0,0,5.33,3044
1,2023,0,0,500,0,3,1,47.51,848
9,2023,2,2,250,0,0,1,44.05,2806
10,2022,4,0,1000,3,2,1,7.59,659
3,2022,1,2,10,0,1,1,49.26,238
9,2023,2,1,10,2,4,2,15.7,446
12,2022,2,3,1000,1,4,2,7.61,3681
3,2022,4,1,10,2,1,0,46.11,91
10,2023,2,1,5,2,1,2,49.9,995
12,2022,1,4,1000,3,1,3,45.78,4217
12,2023,4,4,5,3,0,3,1.36,2250
8,2023,0,4,10,2,3,1,48.11,1452
12,2023,3,2,5,0,1,2,24.01,1099
7,2023,1,1,500,1,0,2,43.55,3846
2,2023,2,4,500,3,1,1,33.12,4476
4,2022,1,2,500,3,4,3,22.44,486
9,2022,1,4,500,1,4,2,32.63,1851
10,2022,3,3,1000,1,4,0,47.95,4310
5,2022,1,4,5,3,2,3,4.7,1920
8,2022,3,0,10,0,0,1,33.69,1178
9,2022,2,0,500,3,2,2,29.65,647
2,2022,1,0,250,2,2,3,33.53,2293
6,2023,0,0,5,0,0,0,42.88,4251
1,2023,3,1,250,0,3,2,21.57,1162
9,2022,3,4,10,1,0,0,15.12,982
8,2023,0,0,500,3,2,1,9.22,3508
4,2023,4,2,5,2,4,2,45.29,2475
12,2023,1,4,1000,1,4,3,38.76,2020
3,2022,2,2,1000,1,0,3,29.75,4101
11,2023,4,1,250,0,0,2,27.4,1386
12,2023,0,3,500,3,0,1,19.24,756
9,2022,4,3,5,1,2,1,9.31,1489
8,2022,4,1,1000,2,0,3,13.68,3730
3,2022,4,1,10,1,0,0,9.99,2038
4,2023,3,3,500,0,4,3,6.87,1379
1,2022,0,2,5,2,0,2,27.58,1680
3,2023,4,4,10,3,4,0,37.91,873
10,2022,4,2,1000,2,2,3,31.28,3138
11,2022,1,1,1000,1,2,0,31.29,4123
3,2023,4,2,250,3,0,1,38.86,2016
1,2023,2,3,10,2,0,1,24.49,3030
5,2023,4,0,250,1,0,1,11.66,3542
10,2022,3,4,500,0,0,0,41.65,3181
12,2023,1,3,10,2,4,2,10.96,1842
3,2023,4,0,250,2,1,2,2.9,418
3,2022,3,1,10,3,3,1,32.48,3876
11,2023,3,4,500,0,2,0,32.85,1463
9,2023,1,3,250,1,4,0,14.19,708
2,2022,3,4,1000,0,0,1,5.09,2030
12,2023,3,1,1000,1,4,3,21.68,2889
12,2022,1,2,10,1,4,3,47.64,2225
10,2023,2,0,5,1,1,0,7.15,830
2,2022,4,1,10,2,2,2,42.68,698
2,2022,2,2,1000,2,0,2,7.1,143
1,2022,4,1,10,0,1,3,30.76,4113
10,2023,4,1,1000,2,3,1,31.09,4059
6,2022,4,3,250,0,3,0,9.53,1557
7,2022,1,2,5,2,0,0,45.73,4474
9,2023,4,1,5,3,4,0,22.66,2419
5,2022,3,2,1000,2,3,2,47.56,2915
10,2023,4,2,10,0,4,1,36.12,786
10,2023,1,0,500,0,4,1,2.72,880
1,2022,2,1,5,2,0,3,15.51,1061
10,2022,2,4,250,2,4,0,14.97,2157
1,2023,2,4,1000,1,1,1,8.06,3914
9,2023,0,2,5,3,3,3,17.13,1845
4,2023,0,2,10,1,1,2,15.33,4240
12,2023,0,1,10,0,4,0,49.76,3247
3,2023,0,4,250,3,1,0,11.69,2958
5,2023,4,0,5,1,1,2,28.94,4225
1,2023,1,2,500,2,4,0,46.27,3304
1,2022,2,3,500,3,1,2,3.74,957
11,2023,2,2,250,2,1,1,25.64,3948
9,2022,3,2,10,1,3,2,33.48,2214
7,2023,4,1,250,0,4,3,19.82,614
6,2022,0,2,250,1,2,3,21.76,3533
10,2023,1,0,1000,2,1,0,42.82,3739
11,2022,4,0,5,2,1,0,28.22,1745
10,2023,1,0,5,2,0,1,11.05,4411
7,2022,2,1,1000,1,0,1,20.27,954
11,2022,0,3,5,2,2,2,12.83,3499
3,2023,2,0,250,2,1,3,12.2,903
6,2023,1,1,10,1,4,1,29.29,1283
8,2023,2,1,5,1,3,0,31.31,842
2,2022,3,2,500,2,2,2,44.62,4137
7,2022,1,2,250,2,3,0,19.61,3008
10,2023,0,4,10,0,2,2,37.84,1335
5,2023,0,1,1000,3,1,2,5.43,881
9,2023,0,1,500,1,1,2,2.0,1904
11,2023,0,1,1000,1,2,0,48.56,2633
8,2023,0,0,250,1,1,1,11.47,607
4,2022,3,2,500,2,1,0,42.49,3820
9,2022,3,3,5,1,0,1,18.44,4316
5,2023,0,0,250,2,1,2,7.9,3895
12,2022,0,4,10,0,2,1,47.62,454
8,2023,0,2,5,0,1,0,2.66,535
1,2023,0,4,500,0,2,3,21.37,4117
2,2022,4,0,250,1,1,0,30.71,3364
5,2023,1,2,500,0,1,3,2.72,4168
1,2023,3,0,500,2,0,1,9.56,976
9,2023,0,4,10,3,0,3,38.23,4479
2,2022,2,2,10,0,4,3,7.1,740
3,2023,0,0,5,0,1,0,48.66,1213
11,2023,2,4,5,0,3,2,20.94,1866
6,2022,3,3,500,1,1,3,11.59,2214
10,2022,0,0,1000,3,2,1,29.91,4375
10,2022,0,2,5,3,3,3,44.21,1907
6,2023,2,0,5,0,0,3,33.32,4184
2,2022,2,0,5,2,1,3,27.48,3729
2,2022,4,2,5,2,1,2,39.35,3142
9,2022,1,3,500,2,3,1,38.83,911
10,2022,4,3,250,0,1,1,38.59,2636
7,2022,3,3,250,3,1,3,1.05,1089
12,2023,2,0,500,3,3,1,46.49,3955
3,2022,4,0,10,2,3,2,41.85,2204
9,2022,4,4,500,1,0,1,14.54,51
1,2023,3,2,1000,2,2,1,4.49,2091
6,2022,2,4,10,3,0,3,41.73,1702
4,2023,3,4,250,3,2,2,27.13,1658
3,2023,4,2,250,0,1,1,38.87,3681
12,2022,0,3,250,2,1,0,1.14,1777
1,2022,0,1,5,0,3,3,9.96,4373
5,2022,4,1,1000,1,0,3,10.75,1452
6,2022,3,3,5,0,4,3,12.51,2406
12,2022,4,3,500,1,3,3,42.89,441
1,2022,3,0,250,1,4,0,39.03,2263
1,2022,0,0,5,3,4,0,32.8,1453
10,2023,4,2,250,2,4,2,35.56,1103
7,2022,1,2,5,3,0,2,44.67,3579
11,2023,3,2,5,3,3,2,44.52,1436
3,2022,4,0,500,1,4,3,3.68,2828
6,2022,3,1,250,0,2,0,21.28,2668
2,2023,3,0,250,3,2,1,26.21,2626
3,2023,1,2,5,1,0,2,25.2,4349
9,2022,4,3,10,3,4,0,10.96,790
6,2023,0,1,250,1,4,1,8.54,2393
2,2023,0,4,10,2,1,3,5.37,2128
12,2022,3,3,1000,3,3,0,6.39,1817
9,2022,4,0,10,1,2,0,45.04,4273
5,2022,0,0,250,0,4,3,18.45,4368
6,2023,3,4,500,2,2,0,6.21,4251
7,2023,1,0,250,0,3,3,37.67,3512
2,2023,3,2,1000,3,2,1,8.42,3799
12,2022,4,2,250,3,2,1,20.59,2864
2,2023,1,2,5,0,3,0,41.97,4170
3,2022,2,0,1000,0,3,0,27.85,476
9,2022,0,0,1000,3,2,0,6.58,2336
12,2023,0,3,250,3,4,2,37.81,4386
7,2022,3,3,1000,1,0,3,11.39,846
8,2022,1,3,250,2,2,0,23.56,1149
9,2023,2,4,1000,0,1,0,12.51,3176
6,2023,2,2,500,1,0,2,45.46,3227
10,2023,3,0,250,3,1,3,22.05,2833
10,2022,2,2,5,1,1,3,29.84,3619
8,2022,2,1,500,2,2,3,33.51,1772
10,2022,4,4,10,3,0,3,23.85,2159
11,2022,0,2,5,2,3,2,32.71,3701
8,2022,4,0,500,1,0,0,32.39,2490
12,2023,0,2,10,3,4,2,22.59,3100
6,2023,0,2,250,0,1,1,39.96,2188
2,2022,3,2,1000,1,2,0,14.45,1501
7,2023,3,4,500,3,0,3,15.0,77
2,2022,1,4,250,1,0,2,3.41,4332
1,2023,0,0,500,3,2,1,33.7,3758
1,2023,0,4,250,0,4,0,35.38,2143
1,2023,0,2,1000,3,3,2,13.32,2805
11,2022,3,1,5,3,4,1,4.5,1471
1,2023,1,4,10,1,4,1,11.45,79
10,2022,2,2,1000,0,4,1,47.55,1081
5,2022,2,3,10,3,0,2,10.83,1408
5,2023,1,2,500,3,4,1,21.45,995
4,2022,1,2,10,3,4,0,23.29,4488
1,2022,1,4,1000,2,2,3,2.68,3772
7,2023,0,2,1000,0,3,2,30.62,447
12,2022,2,4,5,0,0,2,31.78,3662
2,2022,2,0,10,3,2,0,17.79,1895
4,2022,1,3,250,1,4,0,37.7,2288
5,2023,2,0,5,1,0,2,3.68,2475
1,2022,1,1,250,0,1,3,44.37,4232
7,2023,1,1,500,0,3,0,5.01,4345
11,2023,4,3,250,1,4,3,1.66,946
7,2023,2,2,250,0,3,0,28.2,687
9,2023,4,0,10,1,0,0,8.84,2645
10,2023,4,4,500,0,3,1,46.24,1510
12,2022,0,0,500,1,4,1,32.17,2609
6,2023,0,2,10,2,4,0,15.18,908
11,2023,4,0,500,2,3,0,15.77,3369
10,2023,4,4,500,1,4,3,46.31,2357
4,2022,0,1,1000,0,1,2,31.25,3081
2,2023,1,2,1000,1,2,0,32.28,1185
4,2022,2,0,500,3,3,2,11.12,3616
4,2022,2,3,5,3,1,1,21.5,2233
1,2022,0,0,250,3,0,1,29.91,3403
11,2022,0,2,250,2,1,0,39.2,4411
11,2022,3,2,1000,0,3,2,26.91,4328
12,2023,0,4,500,3,3,2,18.88,3647
11,2023,3,2,10,1,4,3,33.35,535
11,2022,4,4,10,3,0,3,41.36,412
11,2022,2,4,250,3,1,0,38.67,4467
7,2022,2,1,1000,1,4,0,35.22,2955
11,2023,0,4,5,0,4,2,15.87,1505
7,2022,1,3,500,2,4,3,5.13,1039
3,2023,0,2,500,0,1,0,46.97,2814
7,2022,1,4,500,1,4,3,25.54,2344
5,2022,2,0,5,1,3,0,44.42,2657
5,2023,0,3,5,1,1,2,30.86,4419
12,2023,0,4,500,1,2,0,42.61,2256
1,2023,2,3,500,1,2,1,12.37,3005
5,2023,3,2,10,2,0,3,45.54,1889
2,2023,2,2,250,3,4,2,43.29,3428
5,2023,1,4,1000,0,4,3,28.71,1557
4,2023,4,0,10,3,2,2,13.17,1004
1,2022,2,4,250,2,4,0,31.3,3374
1,2023,2,3,10,2,4,3,18.62,3298
11,2022,1,2,10,2,0,0,8.78,1177
2,2022,3,2,1000,1,2,1,3.75,1713
5,2022,1,1,5,2,3,0,16.55,2975
8,2022,4,1,500,3,0,3,41.2,4245
6,2022,3,3,250,3,2,0,49.06,1490
5,2023,2,2,10,2,2,3,3.49,3663
3,2022,4,1,500,0,4,0,14.96,4194
3,2023,4,1,250,1,4,2,30.59,1224
3,2022,0,4,10,2,0,1,13.0,1542
10,2023,2,3,1000,0,1,3,45.48,1144
12,2023,3,0,1000,0,0,2,8.49,1702
9,2022,4,2,10,1,0,0,38.33,3255
3,2023,1,4,1000,3,1,2,43.42,4320
3,2023,2,0,5,1,4,3,31.54,3954
8,2023,2,1,250,3,4,1,40.32,3709
2,2022,0,4,1000,3,2,0,13.83,3743
11,2022,2,0,5,2,1,2,12.12,1747
3,2023,2,4,250,3,1,1,48.28,673
12,2022,3,3,250,3,4,2,16.76,234
8,2022,3,0,500,1,4,3,27.94,1812
2,2023,3,2,500,3,0,0,4.83,1060
6,2023,0,0,5,0,1,2,46.2,218
3,2023,0,4,10,3,3,2,28.31,3108
1,2022,2,0,10,0,4,2,11.14,314
4,2023,2,0,10,1,4,0,36.13,2826
12,2023,4,4,5,2,3,3,17.29,273
6,2022,4,3,250,0,2,2,44.06,1892
3,2022,1,1,1000,0,4,0,37.29,195
7,2023,1,0,5,3,1,3,42.95,829
9,2023,3,0,10,2,0,3,35.86,1776
2,2023,3,0,5,1,0,0,14.4,4073
9,2022,2,1,250,0,1,3,3.77,504
9,2023,4,4,500,1,1,0,31.77,4055
10,2022,0,2,5,2,2,2,16.15,3290
11,2023,2,2,10,3,4,1,20.12,1947
11,2022,2,4,5,0,3,1,27.44,1821
4,2022,1,2,5,2,2,1,48.89,2008
1,2023,1,4,5,2,0,3,14.95,922
9,2022,1,4,250,1,4,2,1.36,2329
8,2023,3,4,250,1,2,0,26.57,1136
7,2022,3,4,10,0,1,1,27.59,1470
10,2023,0,4,1000,1,4,3,26.47,3828
4,2022,0,4,10,2,3,1,29.86,1590
12,2022,3,4,500,3,4,3,29.97,2144
9,2022,1,1,10,0,1,2,34.3,2316
10,2022,3,2,500,3,0,0,36.04,2277
4,2022,3,3,500,3,2,3,43.86,287
11,2022,3,4,250,3,2,3,19.46,107
7,2023,3,0,10,3,1,3,18.78,1562
5,2023,0,3,500,3,1,3,31.33,2519
1,2023,3,4,10,3,1,2,23.91,898
11,2022,1,2,250,0,2,2,41.13,3842
4,2023,3,3,10,0,2,0,20.67,2619
5,2022,1,4,250,0,1,1,21.93,1388
2,2023,2,2,10,2,4,2,44.69,3676
12,2023,0,2,10,1,0,0,9.6,3690
5,2022,3,0,1000,3,1,3,15.26,2700
9,2022,0,4,500,0,0,2,49.55,1920
4,2022,4,4,500,0,2,3,4.23,2755
11,2022,4,1,5,3,2,2,47.12,2847
8,2022,1,2,10,3,1,1,36.56,903
1,2022,3,4,10,0,0,1,38.55,2526
1,2023,1,3,5,2,4,2,49.54,3703
4,2022,1,1,250,1,0,0,28.59,2619
5,2023,0,2,1000,3,2,2,35.25,3065
5,2023,4,2,1000,2,2,3,46.07,3426
11,2023,4,1,5,3,1,2,2.03,2089
1,2023,2,1,500,0,3,3,6.31,657
6,2022,1,4,500,0,0,3,28.07,987
2,2023,2,0,250,1,3,3,46.0,4230
8,2023,3,3,5,0,4,0,12.91,2129
1,2023,2,1,1000,1,2,1,8.74,4349
10,2022,4,3,5,2,2,2,6.16,2763
7,2022,3,2,10,1,1,1,26.52,1210
2,2023,2,1,250,0,3,3,9.16,483
2,2022,0,4,1000,3,1,3,4.91,4418
10,2022,0,2,10,2,3,1,16.87,263
9,2022,0,4,5,0,3,1,21.63,2997
5,2023,2,2,1000,1,3,3,43.98,1017
3,2023,1,1,250,0,1,1,31.82,546
11,2023,2,1,250,1,4,2,42.39,4290
4,2022,2,2,500,3,1,3,49.05,2643
5,2022,4,1,500,0,4,1,24.65,4283
9,2023,4,4,500,2,0,0,25.27,1908
12,2023,2,0,250,0,3,0,25.67,3114
10,2022,0,2,500,2,4,2,33.64,2830
1,2023,0,4,5,2,0,1,14.63,1378
12,2023,0,0,500,1,1,1,1.18,2978
11,2023,3,2,1000,0,1,1,23.12,2832
10,2022,1,4,500,0,0,1,6.14,834
12,2022,2,2,500,3,4,3,37.68,1455
11,2023,1,1,1000,1,2,1,7.94,2575
9,2023,0,2,500,3,2,3,27.83,106
6,2022,1,2,250,2,3,3,46.42,1526
10,2023,4,2,5,1,4,2,49.9,1440
5,2022,3,2,500,3,4,2,3.72,1907
4,2023,0,0,10,3,2,3,23.37,1993
7,2023,4,1,1000,0,1,0,27.29,1560
8,2023,4,2,500,0,2,0,10.99,1863
3,2022,3,1,1000,2,2,0,27.03,3098
11,2023,2,0,5,2,0,2,34.36,1783
2,2023,1,3,250,1,0,1,15.75,1109
5,2022,0,2,1000,3,1,3,9.12,703
12,2022,4,2,1000,1,3,3,32.04,3287
9,2023,1,3,500,0,4,2,16.13,1245
12,2023,2,0,1000,1,4,0,11.1,4293
12,2022,0,3,10,1,3,3,34.86,255
6,2023,2,4,1000,2,3,1,8.11,1091
5,2022,3,1,500,0,1,3,28.85,142
6,2022,2,1,500,0,1,0,12.32,3677
6,2023,2,1,1000,3,4,2,42.09,2981
4,2022,1,2,500,2,4,1,21.02,3644
10,2023,1,1,10,3,4,3,40.85,324
4,2023,1,1,250,0,4,0,22.13,3259
1,2023,0,0,500,1,0,3,11.96,2336
7,2022,0,4,500,0,1,1,3.33,3341
9,2022,3,2,1000,1,3,2,12.45,2473
8,2023,2,1,500,1,4,2,42.39,3840
6,2023,1,4,250,1,1,2,42.73,3828
9,2022,2,4,500,1,2,1,41.25,2013
1,2023,1,0,500,1,3,2,12.36,1451
5,2022,4,1,250,2,1,1,37.17,804
2,2023,4,0,10,0,2,0,11.86,1377
12,2022,0,1,1000,2,2,3,6.22,1267
5,2022,3,3,1000,3,2,3,47.75,751
8,2023,0,4,10,3,1,2,20.97,3006
9,2022,1,1,1000,3,3,0,34.26,846
6,2022,0,2,10,3,1,3,48.61,4414
5,2023,0,3,1000,3,4,0,35.28,3190
7,2022,3,3,5,1,2,2,3.96,3652
7,2022,0,2,5,3,1,3,44.6,3968
9,2023,1,1,500,2,0,3,21.82,368
2,2022,4,4,250,0,2,2,7.49,1251
9,2023,0,3,5,2,0,0,11.21,4119
8,2022,0,3,500,1,2,1,40.02,955
12,2023,3,1,10,0,0,0,39.28,4148
9,2022,0,4,5,2,4,3,32.27,2333
12,2023,3,2,250,3,1,1,21.24,3930
3,2022,1,3,5,3,2,0,6.67,1055
5,2023,1,0,250,2,3,0,32.81,3677
8,2023,1,1,250,1,0,0,20.01,2562
1,2023,3,3,10,2,3,2,32.01,2910
3,2023,4,4,1000,1,1,2,24.72,469
12,2023,1,0,500,3,4,0,42.36,1204
11,2023,1,0,5,1,2,0,17.9,231
12,2022,1,1,5,3,1,2,21.81,2266
2,2023,3,1,5,0,4,0,16.38,880
2,2022,1,3,10,1,2,0,35.16,3563
3,2022,4,4,500,2,1,0,11.7,2738
11,2023,3,2,1000,2,3,1,1.32,447
9,2022,0,1,500,1,0,0,3.99,3130
12,2023,4,1,250,3,1,0,3.95,1426
3,2022,0,4,500,3,3,2,14.71,3231
10,2022,0,1,5,1,3,1,20.77,155
10,2023,0,1,250,0,0,2,37.89,2735
10,2022,0,0,10,1,1,2,14.81,2272
4,2022,4,4,10,1,0,3,34.25,4392
12,2023,4,2,10,0,1,3,34.87,2162
9,2022,4,1,500,3,3,3,45.85,3118
10,2023,4,3,1000,1,1,2,29.0,1369
7,2022,4,2,5,1,4,2,27.11,1043
3,2022,3,4,5,1,0,3,34.68,2104
2,2023,2,0,5,0,3,0,34.09,745
3,2023,3,3,250,0,4,3,36.31,826
11,2022,2,2,5,3,3,0,27.99,4268
11,2022,2,0,10,1,0,2,5.69,1395
4,2023,3,1,250,1,2,0,34.32,1074
4,2023,0,0,250,3,0,3,37.48,454
4,2022,2,2,10,3,0,0,2.15,3873
4,2022,1,3,250,2,2,1,10.1,692
1,2023,2,0,250,3,1,1,7.66,1465
4,2022,0,3,250,0,0,0,2.36,2413
7,2022,0,1,1000,1,3,1,9.97,3829
7,2022,4,4,5,2,2,3,5.16,134
11,2022,4,1,1000,0,3,2,31.36,1124
4,2023,3,3,10,3,4,2,33.22,4077
8,2023,2,1,10,2,4,1,9.83,2561
10,2022,4,4,500,3,1,2,26.81,2865
5,2022,3,0,10,0,4,0,33.84,922
12,2022,0,3,5,1,0,3,33.93,3487
6,2022,2,3,10,0,3,1,19.97,2530
12,2023,3,3,5,2,4,0,41.9,957
5,2022,3,2,250,0,0,2,32.62,665
3,2022,1,3,5,1,2,3,10.37,3696
1,2023,3,4,500,2,1,0,46.74,327
6,2022,0,1,1000,3,1,1,20.87,3588
8,2023,1,4,500,1,4,3,48.8,1979
2,2022,4,1,1000,1,0,3,21.55,1117
4,2023,4,1,1000,2,2,3,1.3,2121
8,2023,0,1,10,3,4,1,25.85,2872
1,2022,2,2,1000,2,0,1,7.51,3574
9,2023,3,1,1000,1,1,1,17.5,3816
12,2023,4,3,250,3,4,0,9.16,4226
7,2023,1,2,10,3,0,0,10.32,1749
9,2023,2,0,500,2,4,3,5.98,2571
5,2022,1,1,10,1,3,1,24.27,2617
9,2022,1,2,5,3,4,1,35.2,2429
11,2022,3,2,500,1,4,0,31.61,4118
12,2022,0,4,5,2,0,1,34.97,1283
9,2023,3,2,500,1,4,3,25.86,1689
12,2023,1,3,10,3,1,0,43.32,2308
11,2023,2,4,1000,3,0,1,39.8,1077
7,2023,3,3,5,3,3,2,6.42,1551
7,2023,0,2,10,1,2,2,8.93,150
4,2023,2,1,10,3,2,0,1.23,2976
1,2023,0,3,250,2,4,3,31.53,271
7,2022,3,4,1000,1,3,1,35.17,367
9,2023,3,2,5,2,4,0,20.41,1918
2,2022,3,3,500,2,1,1,18.62,1481
7,2023,4,1,5,2,3,3,11.33,3400
3,2023,4,4,1000,1,1,2,34.27,148
10,2023,3,3,1000,2,0,1,13.25,3901
6,2023,1,4,1000,1,0,0,34.25,3587
2,2023,2,2,250,2,1,3,31.52,3116
11,2023,3,3,5,1,3,0,44.7,2790
3,2023,3,1,1000,0,4,1,22.92,953
7,2023,3,4,1000,2,3,1,32.38,1953
1,2022,2,0,5,0,4,1,10.44,3256
5,2023,3,4,10,3,4,3,33.29,1807
1,2024,0,3,500,2,3,1,40.85,3621
6,2022,4,2,10,0,1,1,10.89,2587
6,2023,2,0,10,0,4,3,17.41,1917
5,2023,3,3,1000,1,3,0,16.77,3724
7,2022,2,2,10,1,1,3,35.7,570
4,2023,0,1,10,2,2,2,5.28,1160
5,2022,3,3,1000,3,4,3,39.26,1688
8,2023,2,3,5,1,1,2,19.33,1690
12,2023,4,3,500,1,1,0,33.69,137
6,2022,3,3,250,2,3,1,14.0,3968
11,2023,4,0,500,1,2,3,35.89,2542
7,2022,0,0,1000,1,0,3,43.25,743
11,2022,3,4,10,0,4,2,7.87,2087
3,2023,3,3,5,2,1,1,10.0,862
1,2022,0,3,250,2,4,3,47.61,981
9,2023,0,2,10,3,1,3,25.63,3807
11,2022,4,4,10,2,3,1,28.54,1623
10,2022,3,4,1000,3,4,0,36.15,191
6,2023,0,1,10,0,0,3,3.89,3705
12,2022,1,2,10,3,2,1,47.01,3432
3,2023,0,0,10,3,1,0,19.83,1572
10,2022,2,3,5,1,3,1,29.11,1286
1,2022,1,0,250,2,0,1,14.46,4228
12,2023,2,0,10,2,1,0,2.22,4240
1,2023,1,4,10,3,0,0,2.28,50
4,2022,0,2,10,0,0,0,25.58,2564
11,2022,4,2,10,1,2,3,41.77,3209
5,2022,1,1,1000,1,1,0,8.81,2063
1,2023,4,0,5,0,3,1,26.09,2357
11,2023,1,3,10,3,1,2,27.48,662
2,2023,0,2,10,2,2,3,12.04,4233
2,2022,4,0,500,1,1,1,31.03,3745
8,2022,4,4,1000,3,0,2,8.8,2003
5,2022,2,2,1000,0,4,2,34.74,1520
9,2023,0,4,500,0,3,2,31.23,539
4,2023,1,2,250,2,3,0,29.32,3243
10,2023,1,1,250,0,3,0,35.26,626
7,2022,1,1,10,2,1,3,43.52,3346
5,2023,2,1,5,0,1,0,11.62,3431
11,2022,1,1,250,1,1,3,19.54,2639
2,2023,3,2,10,0,0,1,30.62,163
8,2022,2,2,250,0,3,3,8.66,3751
1,2023,4,0,1000,2,0,2,12.59,2538
3,2023,1,1,500,2,0,3,11.2,4442
2,2023,2,0,1000,2,3,3,14.63,606
9,2023,1,1,500,1,1,2,39.68,644
5,2023,3,3,10,0,1,3,42.28,2598
5,2022,2,2,10,3,2,0,20.44,168
11,2022,2,0,10,3,3,2,24.58,1321
9,2022,1,3,1000,2,4,1,28.37,2072
